name,level,size,law,moral,ac,hp,perception,fortitude,reflex,willpower,strength,dexterity,constitution,intelligence,wisdom,charisma,acrobatics,arcana,athletics,crafting,deception,diplomacy,intimidation,medicine,nature,occultism,performance,religion,society,stealth,survival,thievery
Guardian Naga,10,4,3,3,31,175,22,20,21,22,5,6,5,3,5,4,22,0,0,0,18,21,0,0,0,0,0,0,0,20,0,0
Army Ant Swarm,5,4,2,2,21,55,11,13,11,9,-2,4,4,-5,2,-4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Reckless Akitonian Scientist,6,3,2,1,23,92,10,17,14,10,1,4,5,5,2,-1,12,0,0,17,9,0,0,10,0,0,0,0,0,12,0,0
Zombie Grindylow,0,2,2,1,13,30,5,6,2,2,2,2,2,-5,0,-2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Skulk Raider,1,3,1,1,16,21,5,7,8,5,0,3,2,1,2,1,6,0,0,0,6,0,0,0,0,0,0,0,4,8,0,6
Manticore,6,4,3,1,23,90,14,16,12,12,5,2,4,-2,2,-1,10,0,15,0,0,0,11,0,0,0,0,0,0,0,12,0
Hobgoblin Soldier,1,3,3,1,18,20,7,5,6,5,3,3,2,0,2,-1,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0
Lazurite-Infused Stone Golem,12,4,2,2,33,195,22,25,19,20,8,-1,5,-5,0,-5,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0
Mist Stalker,4,3,2,2,20,58,13,10,12,11,4,4,2,1,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,12,0,0
Gang Tough,7,3,2,2,25,125,17,17,16,13,4,4,4,0,2,0,0,0,17,0,0,0,13,0,0,0,0,0,0,0,0,0
Irriseni Owlbear,5,4,2,2,23,85,15,15,9,13,6,1,5,-4,3,0,9,0,16,0,0,0,12,0,0,0,0,0,0,0,0,0
Taunting Skull,5,1,2,1,22,80,13,10,14,11,1,5,1,0,4,1,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
Pathfinder Field Agent,4,3,2,2,21,60,11,10,13,11,0,4,3,2,2,0,12,8,6,0,6,6,0,0,0,0,0,0,0,12,8,10
Mpondo,15,3,3,2,37,285,26,25,23,27,5,2,2,6,3,0,0,29,28,0,0,23,0,0,0,0,0,24,0,27,0,0
Ocluai,3,3,1,1,18,55,12,6,12,12,1,4,0,2,4,1,10,0,0,0,8,0,10,0,8,0,0,0,0,10,0,0
Olethrodaemon,20,6,2,1,44,450,33,35,32,34,10,6,7,2,6,8,0,0,40,0,0,0,38,0,0,0,0,34,0,0,0,0
Immortal Ichor,15,3,2,1,26,350,20,30,20,29,6,3,9,7,6,6,0,30,0,0,0,0,0,0,0,0,0,29,0,0,0,0
Daeodon,4,4,2,2,21,60,12,13,9,10,6,0,3,-4,2,-1,8,0,12,0,0,0,0,0,0,0,0,0,0,0,10,0
Noble,3,3,2,2,18,45,11,6,10,11,2,3,1,1,2,4,0,0,0,0,10,10,9,0,0,0,0,0,0,0,0,0
Stygira,7,3,3,1,26,80,17,15,13,19,4,4,5,4,6,2,0,0,15,0,15,0,0,0,17,17,0,0,0,0,0,0
Wrin Sivinxi,5,3,1,3,20,75,12,9,15,12,0,3,0,2,3,4,12,0,0,0,0,0,0,0,12,12,10,13,0,0,0,0
Awakened Giant Chameleon,3,4,2,2,18,60,10,8,12,8,5,3,1,0,3,-2,0,0,10,0,0,0,0,0,8,0,0,0,0,10,0,0
Smog Giant,7,4,1,1,23,145,13,17,15,13,6,2,4,-2,2,2,0,0,17,0,0,0,15,0,0,0,0,0,0,0,13,0
Gaetane,14,3,3,1,36,315,27,25,28,25,4,6,4,0,5,2,28,0,26,0,0,0,0,0,22,0,0,0,0,28,25,0
Seldeg's Steed,13,4,2,2,39,130,0,28,25,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hellcat,7,4,3,1,25,110,16,15,17,12,6,4,4,0,3,1,17,0,17,0,0,0,14,0,0,0,0,0,0,17,14,0
Debased Relic,6,3,1,1,22,80,12,8,14,14,-5,4,0,0,2,5,14,0,0,0,0,0,15,0,0,0,0,0,0,14,0,0
Vanara Disciple,1,3,3,3,19,16,6,5,9,8,1,4,0,1,3,0,7,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0
Starwatch Commando,11,3,3,2,31,195,24,22,20,19,4,3,5,1,2,1,0,0,21,0,0,18,20,0,0,0,0,0,18,20,0,0
Sprite,-1,1,1,2,15,11,4,2,8,4,-3,4,0,-2,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
Sulfuric Slime,1,3,2,2,10,30,4,7,2,4,0,-3,2,-5,1,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Zetogeki,7,4,2,2,22,90,15,18,14,13,5,1,5,-4,2,-1,12,0,18,0,0,0,0,0,0,0,0,0,0,12,0,0
Hungry Ghost,6,3,2,2,23,60,13,12,17,15,-5,5,0,4,5,4,0,0,0,0,14,14,0,0,0,0,0,17,0,0,0,0
Skinsaw Murderer,6,3,1,1,22,120,17,14,17,9,2,5,4,0,1,0,15,0,0,0,12,0,0,0,0,0,0,0,0,15,0,0
Fleshforge Dreg Roots,3,3,2,2,19,45,6,9,9,6,4,3,3,-3,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,7,0
Solvatar Caryg,3,3,2,2,19,38,8,5,10,8,0,3,0,2,1,4,8,0,0,0,9,9,0,0,0,7,13,0,7,8,0,0
Dandasuka,5,2,3,1,23,60,12,12,13,10,1,4,3,1,1,3,13,0,0,0,14,0,0,0,0,0,0,0,0,13,0,13
Kerinza,12,3,1,1,32,235,23,18,23,21,4,7,2,2,5,4,23,0,0,0,22,22,22,0,21,0,0,0,0,25,0,0
Giant Scorpion,3,4,2,2,19,45,9,12,9,7,4,2,3,-5,2,-4,0,0,11,0,0,0,0,0,0,0,0,0,0,7,0,0
Anitoli Nostraema,6,2,2,1,23,95,15,12,17,15,0,5,2,3,5,4,0,0,0,0,14,0,0,0,0,13,0,0,0,15,0,0
Satyr,4,3,1,2,19,80,10,9,11,12,3,4,1,1,2,5,0,0,8,0,13,13,11,0,9,0,13,0,0,11,8,0
Aolaz,18,6,2,2,42,255,33,35,27,31,9,4,8,-4,6,3,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0
Young Copper Dragon,8,4,1,3,27,150,16,16,17,16,5,3,2,2,2,3,17,0,17,14,15,0,0,0,0,0,16,0,16,17,0,0
Tallow Ooze,11,3,2,2,19,270,14,22,10,13,6,-5,5,-5,0,-5,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
False Priestess,7,3,2,1,22,120,15,13,16,15,2,3,2,0,2,4,0,0,0,0,17,0,0,0,17,0,0,15,0,16,0,0
Skeletal Hulk,7,5,2,1,25,105,16,15,15,13,7,2,4,-5,2,2,0,0,20,0,0,0,15,0,0,0,0,0,0,0,0,0
Vampire Guardian,10,3,1,1,29,132,21,17,19,21,5,3,2,2,5,3,19,0,21,0,19,0,19,0,0,0,0,0,18,19,0,0
Ice Worm Swarm,5,4,2,2,20,60,12,15,12,8,-1,3,4,-5,1,-4,10,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
Nosferatu Malefactor,10,3,2,1,30,135,19,17,21,19,5,7,3,7,5,3,21,21,19,0,17,0,19,0,0,0,0,0,0,23,0,0
Terrorguard,14,3,2,2,37,255,25,28,25,22,8,5,8,-5,2,-5,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0
House Cat,-1,1,2,2,15,8,6,5,8,2,-2,2,0,-4,1,-1,4,0,4,0,0,0,0,0,0,0,0,0,0,5,4,0
Padli,9,3,1,1,26,160,16,16,20,18,2,5,1,-1,1,5,18,0,0,0,20,20,18,0,0,14,0,0,0,18,0,0
Ghost Monk,9,3,3,2,25,115,18,15,19,21,-5,4,0,2,6,6,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0
Otari Ilvashti,9,3,1,3,25,120,18,16,20,17,-5,6,0,4,3,4,18,0,0,0,0,0,0,0,0,0,0,0,18,20,0,20
Common Eurypterid,-1,3,2,2,15,9,2,7,4,2,2,0,3,-5,0,-3,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0
Gelugon,13,4,3,1,34,215,26,24,24,26,6,5,5,8,5,4,22,0,23,0,25,25,23,0,0,0,0,26,25,22,0,0
Sorvinaesen,17,4,3,1,39,390,32,29,26,32,6,3,6,3,7,9,0,0,30,0,0,33,31,0,0,0,0,33,0,28,0,0
Murschen,8,3,1,1,27,140,16,17,16,15,3,4,3,0,3,1,16,0,17,0,13,0,0,0,0,0,0,0,0,18,17,0
Shadow Wisp,0,1,1,1,16,25,4,4,7,4,-3,3,0,-3,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
King of Biting Ants,19,3,3,1,44,300,32,31,36,32,5,9,6,5,5,9,36,34,0,34,38,0,38,0,0,34,0,0,32,36,0,0
Metuak,13,3,1,1,33,240,20,26,23,20,8,6,7,1,3,5,0,0,27,0,24,0,26,0,22,0,0,0,0,25,24,0
Vilderavn Herald,19,3,2,1,44,375,35,31,36,33,10,7,6,6,6,8,34,0,36,0,35,0,37,0,0,0,0,0,33,36,0,0
Ogre Hurler,4,4,2,1,19,65,10,14,11,8,6,1,4,-2,0,0,0,0,14,0,0,0,9,0,0,0,0,0,0,0,0,0
Crawling Hand Swarm,5,4,2,1,21,60,11,11,15,9,3,5,4,-4,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,12,0,0
Bargott,3,3,1,1,18,70,9,8,11,7,3,4,1,1,2,4,9,0,10,0,0,0,11,0,11,0,0,0,0,11,9,0
Harpy,5,3,1,1,22,68,12,9,15,12,1,4,0,-1,1,4,13,0,0,0,13,0,11,0,0,0,14,0,0,0,0,0
Soul Slime,18,4,2,2,29,420,27,33,24,27,9,-3,6,-5,0,-5,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0
Bog Mummy Amalgamation,9,4,3,1,27,160,18,19,15,20,6,1,3,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,16,0,0
Grospek Lavarsus,7,3,3,2,24,140,17,18,12,16,4,1,5,2,1,3,12,0,17,0,0,16,18,0,0,0,0,0,15,0,0,0
Rivka Yorak,13,3,2,1,32,220,21,24,26,17,5,7,5,0,0,8,26,0,22,0,27,0,0,0,0,0,0,0,0,26,19,0
Smoldering Leopard,3,3,2,1,19,45,11,9,11,6,3,4,2,-4,1,-2,11,0,10,0,0,0,0,0,0,0,0,0,0,11,0,0
Moon Hag,10,3,1,1,29,190,22,17,19,22,7,5,3,5,6,3,0,0,0,0,19,0,17,0,0,19,0,22,0,0,0,0
Larraz Virtanne,1,3,2,3,16,24,8,6,5,8,2,2,2,1,3,0,0,0,5,0,0,0,0,6,6,0,0,0,0,0,6,0
Scarlet Triad Thug,7,3,1,1,25,120,13,18,12,15,4,2,3,0,2,2,13,0,17,0,0,0,16,0,0,0,0,0,0,0,13,13
Mammoth,10,5,2,2,29,190,18,21,15,18,8,1,5,-4,1,-2,0,0,22,0,0,0,0,0,0,0,0,0,0,0,19,0
Provincial Jiang-shi,11,3,1,1,31,130,22,21,18,24,5,3,4,3,7,3,16,0,22,0,0,0,20,0,0,0,0,22,0,0,0,0
Renali,4,3,1,3,18,60,12,8,10,12,0,2,0,2,4,1,0,0,6,10,7,0,0,12,10,0,0,0,0,10,10,0
Sea Devil Impaler,4,3,3,1,21,60,7,13,11,9,4,1,3,0,1,0,0,0,12,0,0,0,9,0,0,0,0,0,0,0,9,0
Scorched Cavern Troll,4,4,1,1,19,80,11,14,10,6,5,2,5,-2,2,2,0,0,13,0,0,0,12,0,0,0,0,0,0,0,0,0
Zelekhut,9,4,3,2,28,160,21,17,20,18,6,5,4,0,3,3,18,0,21,0,0,16,0,0,0,0,0,0,0,0,21,0
Grim Rictus Robber,-1,3,1,2,13,10,3,6,3,3,3,1,2,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0
Ghaele,13,3,1,3,34,235,25,26,20,23,7,4,5,3,4,5,27,0,26,0,0,26,0,0,23,0,0,23,0,21,0,0
Archer Sentry,2,3,3,2,19,30,11,7,10,7,2,4,1,0,3,0,8,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0
Wasp Swarm Heretical,4,3,2,2,18,45,10,10,12,8,-4,4,2,-5,2,-1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Green Kobold Dragon Mage,2,2,3,1,17,25,5,4,7,7,-1,3,0,2,1,4,0,6,0,0,8,8,8,0,0,0,0,0,0,7,0,0
Filth Fire,4,3,2,1,21,70,11,12,13,9,1,5,4,-2,3,0,13,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
Spellskein Heroes' Feast,0,1,2,2,16,15,2,5,9,4,-1,3,1,-4,0,-5,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
Beetle Carapace,6,4,2,1,25,90,12,16,13,10,5,3,4,-5,2,-2,11,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
Charmed Crab,1,3,2,2,17,16,7,6,9,7,3,4,1,-4,2,-3,7,0,6,0,0,0,0,0,0,0,0,0,0,7,0,0
Lantondo,15,3,3,2,36,275,27,24,26,27,2,5,3,0,4,4,27,0,0,0,28,0,0,0,0,24,0,0,0,0,0,0
Shabti Slayer,16,3,2,2,39,255,28,30,28,25,5,4,4,2,3,1,28,0,31,0,0,0,0,0,0,0,0,25,0,28,0,0
Ledalusca,2,3,2,2,17,40,8,8,9,6,4,3,2,0,2,1,7,0,8,0,5,0,0,0,0,0,0,0,0,9,0,7
Hyakume,15,4,2,1,36,275,29,23,25,29,4,6,4,9,6,4,0,30,0,30,27,0,0,25,25,30,0,27,28,0,0,25
Castoroides,3,3,2,2,19,45,10,12,6,8,4,1,3,-4,3,1,0,0,10,7,0,0,0,0,0,0,0,0,0,0,8,0
Ygracix,1,1,3,1,17,63,7,5,9,7,-1,4,0,1,2,2,7,6,0,0,7,0,0,0,0,0,0,5,0,0,0,0
Restored Doll,10,2,2,1,30,205,19,19,22,16,0,7,5,2,4,0,21,0,0,0,0,0,0,0,0,0,0,0,18,23,0,21
Shoki,9,3,2,2,27,130,21,19,14,21,4,1,4,3,6,5,0,0,0,0,20,20,20,0,0,16,0,19,16,14,0,0
Vrykolakas Master,10,3,2,1,30,190,19,19,21,17,7,5,3,-2,3,5,19,0,23,0,19,0,21,0,0,0,0,0,0,21,17,0
Buso Farmer,3,3,2,1,18,48,8,9,6,8,4,1,2,3,1,-1,0,8,9,0,0,0,0,0,8,0,0,0,0,0,0,0
Kirosthrek,20,3,2,1,45,375,36,31,33,36,3,3,1,4,4,7,0,36,0,0,33,41,33,38,0,38,0,0,0,37,0,0
Blink Dog,2,3,3,3,18,30,8,8,10,11,1,3,2,1,4,2,8,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0
Explosive Rat,0,2,2,2,16,16,6,7,8,4,2,3,2,-4,1,-3,6,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0
Wild Hunt Horse,15,4,1,2,37,320,29,27,23,29,8,4,6,-1,6,4,27,0,31,0,0,0,0,0,0,0,0,0,0,0,29,0
Nemhaith,15,3,2,1,36,255,31,23,27,29,-5,6,0,4,8,6,0,0,0,0,27,27,29,0,0,0,0,31,0,29,0,0
Baatamidar,21,3,1,2,42,350,39,32,36,39,6,9,5,6,10,6,38,37,35,0,0,35,37,0,0,37,0,37,0,38,0,0
Harpy Skeleton,5,3,2,1,22,60,9,11,15,9,4,4,2,-5,0,4,11,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0
Serpentfolk Granitescale,6,3,2,1,24,120,13,17,14,12,5,4,4,-2,1,1,13,0,15,0,0,0,13,0,0,0,0,0,0,0,0,0
Beggar,-1,3,2,2,15,10,3,4,7,3,1,3,2,0,1,1,0,0,3,0,3,3,0,0,0,0,0,0,0,5,0,0
Living Boulder,2,2,2,2,17,36,6,10,5,8,4,-1,4,-4,2,-1,0,0,8,0,0,0,0,0,0,0,0,0,0,5,0,0
Tyrannosaurus Imperator,14,6,2,2,35,260,25,27,20,25,9,2,5,-4,3,0,20,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
Living Rune Divine,13,2,3,2,34,245,25,20,23,27,1,6,1,8,8,5,0,0,0,0,24,0,0,0,0,0,0,27,0,25,0,0
Drow Cavern Seer,9,3,1,2,27,110,18,15,19,18,2,4,0,1,3,4,17,0,0,0,0,0,0,0,18,0,0,0,0,19,18,0
Zephyr Guard,14,3,2,2,36,255,24,26,26,29,8,5,5,2,4,4,0,0,28,0,0,24,24,0,0,0,0,0,22,0,0,0
Graylok Ambushers,8,4,1,1,26,130,19,16,19,13,5,3,4,1,2,0,16,0,21,0,0,0,16,0,0,0,0,0,0,18,16,0
Pakalchi,9,3,2,1,26,140,18,17,18,20,4,5,4,2,3,6,18,0,0,0,21,21,21,0,0,0,0,0,0,18,0,0
Solar,23,4,2,3,49,500,40,40,34,37,10,6,8,5,9,10,0,38,43,0,0,43,0,0,0,0,0,43,0,36,46,0
Hesperid Queen,19,3,3,2,45,306,34,31,36,34,5,9,6,7,7,10,32,30,28,0,37,39,37,0,32,0,35,0,30,32,0,0
Mummy Prophet Of Set,13,3,2,1,33,250,23,22,21,25,5,4,5,6,8,6,0,23,0,0,25,0,27,0,0,25,0,27,23,23,0,0
Barbtongued Wyvern,18,5,2,1,42,330,29,34,30,27,9,6,8,0,3,4,34,0,35,0,0,0,0,0,0,0,0,0,0,30,0,0
Young Sea Dragon,8,4,1,3,27,140,15,17,18,15,5,4,3,2,3,2,16,14,19,0,14,0,16,0,15,0,0,0,14,16,13,0
Hollow Hush,18,4,1,1,41,355,33,31,30,35,6,5,4,5,7,9,0,0,32,0,35,0,35,33,0,31,0,0,0,31,0,0
Giant Monitor Lizard,2,3,2,2,18,30,7,9,8,5,3,2,3,-4,1,-2,6,0,9,0,0,0,0,0,0,0,0,0,0,6,0,0
Jin Durwhimmer,9,2,2,2,25,120,19,15,19,19,-5,4,2,2,4,2,0,0,0,0,0,0,0,0,17,0,0,17,0,17,0,0
Burning Mammoth Commando,7,3,2,1,25,120,15,17,15,13,4,4,2,1,2,0,15,0,15,0,0,0,0,0,0,0,0,0,0,17,15,0
Skeletal Knight,8,3,2,1,28,110,5,17,16,14,6,4,3,-5,0,0,16,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
Brine Shark,3,3,2,2,19,45,8,9,11,6,3,2,2,-4,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,11,8,0
Deep Gnome Warrior,2,2,2,2,18,34,7,9,8,5,4,2,3,0,1,-1,0,0,8,0,0,0,5,0,0,0,0,0,0,5,0,0
Dream Spider,0,2,2,2,16,15,6,5,7,4,0,3,1,-5,0,-4,5,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0
Kappa,2,2,1,2,18,35,9,7,10,7,3,4,1,1,3,1,8,0,7,0,0,0,0,9,0,0,0,0,0,0,7,0
Skinstitch,5,4,2,2,22,95,12,16,14,7,6,3,5,-5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
Barnacle Ghoul,9,3,2,1,28,155,17,16,21,17,6,6,3,1,4,4,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
Succubus,7,3,1,1,23,100,15,15,14,17,2,3,4,4,2,7,14,0,0,0,18,20,16,0,0,0,0,13,15,14,0,0
Skebs,-1,2,1,2,15,7,4,3,7,4,0,3,1,1,2,0,5,0,0,0,2,0,0,0,0,0,0,0,0,5,0,5
Procyal,8,3,2,3,26,170,18,16,14,18,4,4,6,5,6,4,14,0,0,0,18,16,0,16,16,0,0,16,17,16,16,14
Deimavigga,17,3,3,1,40,285,32,27,29,32,7,8,6,4,7,9,29,0,0,0,34,36,30,0,0,0,0,30,27,33,0,0
Wereant Disciple,16,3,3,1,39,305,28,28,30,25,6,9,5,0,6,4,31,0,28,0,0,0,0,0,0,0,0,0,0,29,28,0
Lisavet,2,3,2,3,17,30,10,7,9,11,0,1,0,3,4,1,0,0,0,0,0,7,0,8,0,0,0,8,7,0,0,0
Iroran Skeleton,11,3,2,1,31,210,18,18,24,17,6,7,5,-5,4,3,24,0,21,0,0,0,20,0,0,0,0,0,0,0,0,0
Decrepit Mummy,2,3,3,1,17,40,10,6,7,10,3,1,-2,-2,4,2,0,0,7,0,0,0,0,0,0,0,0,0,0,9,0,0
Dreamscraper,7,4,2,1,24,115,15,12,18,15,2,6,4,2,4,2,17,0,13,0,13,0,0,0,0,0,0,0,0,17,0,15
Nydazuul,11,5,1,1,31,180,20,23,21,20,6,4,6,-2,3,3,21,0,23,0,0,0,20,0,0,0,0,0,0,0,0,0
Empress Lava Worm,7,5,2,2,23,140,13,18,14,11,6,3,5,-5,2,-4,0,0,17,0,0,0,0,0,0,0,0,0,0,14,0,0
Run-Down Efreet,5,4,2,1,22,75,11,12,12,12,4,3,3,0,1,3,0,10,13,10,15,11,15,0,0,0,0,0,10,0,0,0
Reefclaw,1,2,1,2,20,17,8,7,9,4,1,4,2,-3,1,1,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Kapmek,4,2,3,1,21,60,11,10,12,9,1,4,2,0,3,1,10,0,0,0,0,0,0,0,11,0,0,0,0,10,11,0
Nosoi,1,1,2,2,16,18,6,4,8,6,-1,3,1,1,1,3,6,0,0,0,0,0,0,0,0,0,6,6,2,6,0,0
Skeleton Warrior,0,3,2,1,18,10,4,4,10,4,2,4,0,-5,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Oaksteward Enforcer Gatehouse,0,3,2,1,16,15,6,4,6,8,2,4,0,-2,4,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0
Veshumirix,16,5,1,1,39,300,28,29,28,26,7,4,5,4,4,6,30,0,30,0,26,0,32,0,24,0,0,0,0,27,24,0
Fleshforge Prototype Leaping Charge,5,3,2,2,22,75,9,15,12,9,5,3,4,-3,0,0,12,0,13,0,0,0,0,0,0,0,0,0,0,0,9,0
Temteki,5,3,3,2,21,80,13,15,9,13,5,0,4,2,2,5,0,0,12,0,0,0,14,0,11,0,0,0,0,11,0,0
Gold Tank Investor,-1,3,3,1,14,8,3,3,4,2,2,3,2,0,0,1,0,0,3,0,0,0,4,0,0,0,0,0,1,0,0,0
Gristleburst,2,2,1,2,18,30,7,10,8,6,0,0,0,0,0,0,7,0,0,8,0,0,6,0,7,0,0,0,0,7,7,0
Weykoward,10,3,2,2,29,145,18,23,19,16,7,5,3,-4,0,-5,0,0,21,0,0,0,0,0,0,0,0,0,0,17,0,0
Tzitzimitl,19,6,2,1,43,390,32,29,32,35,10,8,6,5,7,8,33,37,33,0,0,0,0,0,37,37,0,40,0,0,0,0
Ghodrak the Quick,5,3,3,1,22,80,15,12,15,9,2,4,2,1,1,2,13,0,10,0,0,12,13,0,0,0,0,0,0,13,0,0
Fleshforge Prototype Reach,5,3,2,2,22,75,9,15,12,9,5,3,4,-3,0,0,12,0,13,0,0,0,0,0,0,0,0,0,0,0,9,0
Shatterling,14,2,1,1,36,305,26,24,30,26,5,8,4,0,4,3,28,0,25,0,0,0,25,0,0,0,0,0,20,32,0,30
Viscous Black Pudding,7,5,2,2,14,165,9,18,6,11,7,-5,7,-5,0,-5,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
Arabuk Yearling,3,3,2,2,18,48,9,12,10,7,4,3,3,-4,2,1,0,0,9,0,0,0,0,0,0,0,0,0,0,8,7,0
Sallowdrudge,1,3,2,2,16,25,7,10,7,4,3,2,2,1,1,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0
Piranha Swarm,3,4,2,2,16,40,9,9,10,7,1,3,2,-5,2,-2,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Gholdako,10,5,2,1,27,215,16,21,17,14,7,3,7,2,2,5,0,0,21,0,0,0,19,0,0,0,0,16,0,0,0,0
Virthad,8,3,1,1,26,135,18,13,16,18,4,4,3,3,6,4,0,0,0,0,18,16,0,0,15,0,0,17,15,18,0,0
Despot,5,3,3,1,19,56,11,9,9,13,2,2,0,4,2,4,0,0,10,0,13,12,13,0,0,0,13,0,12,0,0,0
Taiga Giant,12,5,1,2,32,230,23,25,20,22,7,1,5,1,4,2,0,0,22,0,0,0,0,0,0,0,0,20,0,10,25,0
Dust Mephit,1,2,2,2,17,16,3,6,9,5,1,4,1,-2,0,-1,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
Living Graffiti Ink,3,3,1,2,19,60,9,8,11,7,2,4,1,-2,2,1,11,0,0,5,10,0,0,0,0,0,0,0,0,11,0,0
Marsh Giant,8,4,1,1,27,150,16,18,13,17,6,3,4,0,3,1,0,0,18,0,0,0,15,0,0,0,0,17,0,0,0,0
Giant Cockroach,1,2,2,2,16,20,6,6,8,4,1,3,1,-5,1,-1,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
Akata,1,3,2,2,16,15,6,9,5,6,4,2,4,-4,3,0,7,0,7,0,0,0,0,0,0,0,0,0,0,7,0,0
Adult Red Dragon,14,5,1,1,37,305,26,28,25,26,7,3,6,3,4,5,23,25,29,0,25,25,27,0,0,0,0,0,0,23,0,0
Apprentice,-1,3,2,2,15,8,2,5,6,2,1,2,1,3,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0
Giant Whiptail Centipede,3,5,2,2,19,45,9,11,9,7,4,2,4,-5,2,-4,8,0,10,0,0,0,0,0,0,0,0,0,0,8,0,0
Sage,6,3,2,2,22,86,14,10,12,16,2,2,1,4,3,0,0,12,0,0,0,13,0,12,14,12,0,12,14,0,0,0
Gorgon,8,4,2,2,28,135,19,18,13,17,7,3,6,-4,5,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
Halbrux Far-sight,11,4,2,1,30,195,21,23,17,21,7,0,2,7,2,5,0,0,22,22,0,0,22,0,0,22,0,21,0,0,19,0
Spiritbound Aluum,16,4,2,2,39,255,28,30,25,28,9,3,6,-5,4,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sabosan,5,3,2,1,22,78,10,11,14,10,4,5,2,-1,1,0,16,0,11,0,0,0,0,0,0,0,0,0,0,16,0,0
Skum,2,3,3,1,16,40,6,7,7,4,4,1,3,0,0,-2,0,0,8,0,0,0,4,0,0,0,0,0,0,7,0,0
Yellow Musk Brute,2,4,2,2,15,45,4,10,3,6,5,-3,4,-5,0,-2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
Wereboar,2,3,1,2,18,45,8,10,5,8,4,1,4,0,2,-1,7,0,8,0,0,0,5,0,0,0,0,0,0,0,7,0
Bloody Skeletal Champion,2,3,2,1,19,25,8,7,10,6,4,4,1,-1,2,1,8,0,8,0,0,0,7,0,0,0,0,0,0,0,0,0
Nightmare,6,4,2,1,24,100,14,15,15,12,6,3,3,1,4,2,13,0,16,0,0,0,14,0,0,0,0,0,0,0,12,0
Leukodaemon,9,4,2,1,28,155,20,15,21,19,6,5,1,3,5,3,18,0,0,0,0,0,18,20,0,0,0,20,0,18,16,0
Pteranodon,2,4,2,2,18,35,8,7,10,6,3,4,1,-4,2,-1,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Living Rune Arcane,13,2,3,2,34,245,25,20,23,27,1,6,1,8,8,5,0,27,0,0,24,0,0,0,0,0,0,0,0,25,0,0
Floolf,1,3,2,2,19,50,0,8,10,20,3,4,1,1,4,-1,9,0,9,0,0,0,0,0,0,0,0,0,0,11,10,0
Pugwampi SoT,0,1,2,1,16,17,6,5,8,6,-3,3,0,0,2,-2,0,0,0,2,2,0,0,0,4,0,0,0,0,5,0,5
